001,1,3.79
002,1,5.80
001,3,3.78
001,3,2.29
001,1,1.34
001,3,1.24
004,1,33.27
003,1,197.96
002,3,13.76
003,1,67.62
003,1,38.23
001,2,4.29
003,1,190.99
001,2,0.68
003,3,164.32
003,3,62.10
001,1,3.41
003,1,221.10
001,2,1.62
003,1,104.76
002,3,9.38
001,3,3.29
002,1,14.88
003,3,181.02
002,3,11.00
001,1,4.16
003,2,80.20
002,3,26.52
003,1,173.17
004,3,33.90
003,1,75.13
003,3,156.18
004,2,18.45
002,3,15.76
001,1,1.03
002,3,13.75
001,2,2.10
004,3,20.52
001,3,3.69
003,3,97.57
003,2,53.92
001,3,4.42
003,3,198.72
001,3,1.71
002,1,12.39
002,3,28.69
001,3,1.83
001,1,4.67
003,1,29.88
001,1,3.74
001,3,3.90
002,3,15.24
002,2,16.72
004,1,64.21
002,3,10.64
003,2,231.73
004,1,20.29
001,2,0.41
002,3,8.07
001,3,3.27
002,1,27.34
003,1,139.29
003,3,132.40
002,3,28.19
004,1,54.91
004,1,10.38
004,2,31.62
004,3,7.79
001,1,2.20
003,1,75.62
002,3,14.49
004,1,22.27
002,1,14.34
001,1,3.37
001,1,4.65
002,1,13.31
004,1,60.07
001,1,2.09
004,2,64.06
004,2,31.58
004,1,16.55
002,1,18.16
001,3,1.78
001,3,2.55
002,1,28.90
001,1,0.63
001,3,4.35
004,1,65.03
002,3,18.60
001,2,3.39
003,2,64.97
003,1,79.69
002,3,20.03
004,2,64.22
001,1,2.46
001,1,2.83
003,1,239.79
001,1,2.04
002,2,25.32
003,3,251.93
001,3,4.14
003,3,40.83
002,2,5.12
001,3,2.91
003,2,161.03
003,1,180.86
003,3,133.14
001,1,3.29
003,1,16.84
002,3,29.43
002,3,14.30
004,3,4.92
001,3,4.55
001,2,3.04
002,2,5.46
003,2,231.57
001,2,1.30
002,3,4.77
004,3,52.64
002,1,29.33
002,2,2.57
003,2,208.37
002,2,6.35
001,2,4.40
004,1,17.17
004,2,23.98
002,1,2.54
002,2,11.11
001,2,1.96
004,3,67.58
003,1,43.65
003,1,155.22
003,1,41.98
004,2,51.29
003,2,161.36
001,2,4.53
002,2,3.12
004,1,37.83
002,2,14.01
003,3,91.27
001,3,4.53
003,3,113.93
004,3,23.37
002,1,13.70
004,3,52.55
002,3,17.88
004,3,58.08
003,2,66.39
003,2,121.93
002,3,15.18
002,3,4.26
003,1,212.26
002,3,10.61
002,1,2.56
002,2,19.07
001,2,2.26
002,3,21.46
004,2,20.04
001,1,3.96
002,1,24.49
004,1,40.25
001,2,0.94
004,3,38.56
003,2,162.91
004,3,33.06
002,3,26.10
004,2,52.79
003,3,132.20
002,2,14.25
003,1,81.15
003,3,35.31
002,1,12.65
002,3,7.89
004,2,25.64
004,2,8.32
004,2,62.66
001,3,2.10
001,2,1.71
004,2,39.02
002,2,8.05
004,2,6.17
003,3,178.85
004,3,14.95
004,1,67.56
001,2,3.09
001,1,3.33
002,2,6.99
003,2,94.49
004,2,26.07
004,2,52.80
004,2,58.15
004,1,52.61
001,2,1.36
001,3,0.50
001,1,1.25
001,3,1.03
002,2,20.70
002,2,21.55
003,1,161.29
001,1,4.83
001,3,0.43
003,3,178.42
004,2,65.02
002,1,18.53
002,1,21.48
003,3,159.97
001,3,3.98
003,3,118.72
003,1,137.32
003,1,219.73
004,1,32.26
003,3,229.80
004,3,14.17
002,3,16.55
003,3,209.80
004,2,32.39
003,2,220.24
001,2,4.45
002,2,17.90
004,2,6.15
003,1,132.91
003,2,97.61
003,3,18.42
002,1,8.66
004,2,40.11
002,3,15.27
004,2,55.44
001,2,1.35
002,2,20.55
003,2,148.72
003,2,254.99
003,2,184.54
003,2,76.28
001,3,1.22
001,3,2.82
002,1,7.96
004,2,51.04
003,1,215.66
003,1,102.53
003,1,185.78
002,2,3.16
001,3,1.68
002,3,26.30
004,1,60.59
003,2,130.79
003,1,247.53
003,2,43.35
001,2,2.62
001,1,1.01
003,1,254.34
001,3,3.90
002,3,12.57
004,2,59.78
004,2,40.98
001,3,4.81
001,1,3.24
003,3,35.46
002,1,17.40
002,1,13.36
004,2,6.41
003,3,83.79
004,1,48.64
003,3,157.43
002,2,5.10
002,3,6.07
003,1,33.11
002,2,18.61
003,2,45.81
003,3,112.51
003,3,145.48
004,1,42.87
004,3,25.09
003,1,37.89
001,3,4.16
001,1,2.52
004,2,16.01
004,3,56.82
001,2,1.94
003,2,176.69
002,2,13.45
004,2,47.04
004,3,6.67
001,2,1.50
001,2,4.37
001,3,4.39
004,2,7.80
003,3,197.39
004,1,17.43
002,2,14.20
004,1,6.16
002,3,6.33
001,3,2.22
002,1,14.85
001,3,4.21
004,3,23.13
003,2,216.16
004,1,33.76
002,2,7.24
002,1,9.64
004,2,64.56
003,1,83.82
003,3,155.06
004,1,33.10
004,2,25.74
004,2,64.47
002,3,8.59
004,1,59.51
004,1,24.82
004,3,63.22
004,2,68.05
002,2,29.01
002,3,29.03
003,1,225.63
004,1,38.22
004,1,50.90
004,3,66.86
001,2,3.98
003,2,165.45
004,3,9.48
003,3,222.07
004,2,44.73
004,3,6.62
001,1,3.27
003,1,195.07
004,1,53.34
001,2,1.09
003,1,27.02
001,2,1.99
004,1,20.05
004,3,48.28
002,1,6.80
004,3,48.36
004,3,13.53
004,3,20.68
003,3,18.24
004,2,48.01
002,1,14.30
003,3,87.73
004,3,20.43
003,1,255.65
004,1,19.60
003,3,86.94
003,1,250.51
004,2,4.82
001,3,3.81
003,1,161.57
003,1,168.66
003,3,197.18
002,3,4.61
001,2,4.01
001,3,2.02
002,1,27.46
003,3,115.63
002,1,24.00
003,3,136.32
003,1,77.61
004,2,52.45
003,1,128.30
001,1,3.85
002,3,22.24
004,3,27.89
004,1,21.36
001,2,2.04
003,3,107.36
003,1,177.82
004,1,44.26
003,3,69.07
001,3,4.17
003,3,113.90
002,1,28.49
003,2,43.83
002,3,5.69
004,2,47.55
004,3,52.18
002,2,20.29
004,3,30.62
003,1,181.53
002,2,14.38
002,2,4.67
003,3,232.23
003,1,111.47
002,1,28.57
004,1,47.05
001,1,4.00
002,1,24.01
002,1,25.21
002,3,7.95
002,2,23.65
001,2,4.34
002,1,17.07
002,1,20.47
001,1,0.38
002,3,10.98
002,2,3.35
004,3,11.63
001,2,2.41
003,3,158.36
004,3,18.59
001,3,3.98
003,2,170.27
001,1,4.99
004,2,48.55
004,3,62.98
001,1,1.82
002,1,5.42
003,2,254.51
003,2,137.22
004,1,55.45
001,3,3.36
002,2,14.57
002,2,11.41
004,2,31.13
001,2,2.31
003,2,244.67
004,1,10.18
001,1,2.34
003,1,149.41
003,3,45.30
003,3,241.68
004,3,7.62
003,3,90.92
001,3,2.69
002,3,15.44
001,2,4.28
003,1,198.87
002,2,25.64
001,3,4.67
003,1,59.25
003,2,100.17
002,1,17.80
004,1,13.45
001,1,3.81
002,2,13.68
003,1,104.73
003,3,158.97
001,1,1.05
001,3,0.69
004,3,31.65
004,2,21.92
001,2,2.33
003,3,178.70
004,3,47.33
001,1,2.17
001,1,1.27
002,1,23.37
003,2,44.76
004,3,32.08
002,2,16.85
002,3,17.59
003,1,111.21
001,2,0.40
001,2,3.01
004,3,45.59
003,1,113.12
003,1,208.15
004,3,63.63
001,2,4.27
002,2,18.44
001,2,4.39
003,1,95.86
002,1,16.23
001,3,2.70
003,2,190.42
002,1,4.77
003,1,57.59
002,3,3.99
004,2,52.96
004,3,63.91
003,3,91.80
004,1,34.55
003,2,157.82
003,3,33.78
004,2,6.73
003,2,34.39
001,3,3.10
004,2,41.73
001,2,4.57
002,2,18.89
002,1,14.55
003,3,36.21
002,1,8.84
004,2,38.10
002,2,12.36
003,2,114.02
003,3,159.37
003,1,95.05
004,2,20.55
002,2,4.17
002,2,10.60
004,1,42.68
001,2,2.93
003,1,176.69
001,3,3.46
003,1,102.94
002,1,11.49
004,1,18.91
002,1,4.05
001,3,3.93
001,3,1.89
002,3,12.47
002,1,25.26
002,3,14.18
004,2,47.93
002,2,19.05
004,1,38.74
003,2,232.77
002,2,20.95
004,2,53.93
004,3,38.32
002,1,24.41
002,2,3.34
004,2,40.07
001,3,4.28
001,2,0.71
002,2,14.51
002,2,4.45
002,2,26.76
001,2,0.56
003,1,108.59
001,2,1.37
003,1,217.23
003,1,48.99
003,2,182.91
002,3,15.07
001,1,0.40
002,1,17.31
004,1,54.36
002,2,5.30
002,2,19.85
004,1,11.45
004,3,38.88
002,3,5.91
004,1,43.96
002,3,13.59
001,3,4.88
001,3,2.86
001,2,4.41
001,3,2.13
003,2,195.20
003,1,98.68
001,3,3.76
003,1,26.62
003,3,57.98
004,3,35.17
002,1,3.65
004,1,23.23
001,1,4.46
003,2,139.58
004,2,6.66
002,2,11.91
001,3,1.87
001,2,2.36
004,3,32.66
004,2,67.11
004,3,36.39
003,1,190.35
001,2,3.14
002,3,10.14
001,1,1.85
003,2,122.92
004,1,48.79
003,2,26.14
003,3,255.36
003,3,251.01
001,1,3.46
004,2,37.39
002,1,5.89
004,1,12.44
002,3,12.18
004,3,6.39
002,3,14.53
003,2,122.45
001,3,0.96
003,2,91.38
003,1,246.33
001,3,1.18
004,3,11.90
003,3,123.01
003,3,235.77
004,1,12.21
001,2,1.12
004,1,56.58
003,3,99.30
001,3,2.85
003,1,186.69
002,2,16.18
001,1,4.03
002,2,2.61
003,2,208.72
002,3,26.74
001,2,2.18
004,3,30.80
004,3,9.06
003,3,33.77
004,3,37.67
002,3,19.87
002,1,14.04
001,1,2.74
003,1,54.83
002,2,28.52
003,1,76.09
003,1,165.88
001,3,3.32
002,1,20.40
003,3,25.87
001,1,0.53
003,3,66.54
004,3,45.51
004,3,39.49
003,2,74.71
004,2,33.55
001,1,2.37
004,2,17.46
002,2,26.10
003,3,252.93
003,2,47.35
003,3,150.68
003,1,127.85
003,2,75.44
001,1,1.67
004,3,31.27
002,2,28.14
003,1,198.99
004,3,34.41
003,2,21.55
004,3,33.79
002,1,18.28
001,1,1.63
004,2,38.92
001,2,0.94
003,3,103.71
004,2,7.22
001,3,2.95
003,3,85.20
004,3,33.35
003,3,179.16
001,1,4.88
004,2,55.57
003,3,241.16
002,1,18.82
004,3,6.90
001,1,3.66
